x,y
1,0.095086935
1,0.093166112
1,0.064537737
1,0.059821984
1,0.046891819
1,0.046591061
1,0.039859549
1,0.004757088
2,0.107262031
2,0.095542515
2,0.093166112
2,0.088739469
2,0.064537737
2,0.062510806
2,0.059821984
2,0.048830161
2,0.047527088
2,0.046591061
2,0.039859549
2,0.027333366
2,0.01147395
2,0.006398704
3,0.107262031
3,0.097376638
3,0.095542515
3,0.095268198
3,0.093166112
3,0.091646751
3,0.089480014
3,0.076226847
3,0.059032402
3,0.049466257
3,0.046591061
3,0.039859549
3,0.030288996
3,0.027333366
3,0.01147395
3,0.006398704
4,0.107262031
4,0.099150848
4,0.097663702
4,0.095268198
4,0.093166112
4,0.091646751
4,0.089480014
4,0.087765631
4,0.076226847
4,0.059167653
4,0.059032402
4,0.050814691
4,0.046591061
4,0.039859549
4,0.030288996
4,0.027333366
4,0.01147395
4,0.006398704
5,0.107262031
5,0.099422859
5,0.099150848
5,0.097663702
5,0.095268198
5,0.09362903
5,0.093166112
5,0.092670821
5,0.092028574
5,0.089863349
5,0.089480014
5,0.087765631
5,0.085257846
5,0.076226847
5,0.068959242
5,0.059032402
5,0.050814691
5,0.046591061
5,0.039859549
5,0.030288996
5,0.027333366
5,0.01147395
5,0.006398704
6,0.107262031
6,0.099613539
6,0.099150848
6,0.097663702
6,0.095268198
6,0.09362903
6,0.093166112
6,0.092670821
6,0.092402412
6,0.087765631
6,0.085257846
6,0.076226847
6,0.073977951
6,0.068959242
6,0.059599572
6,0.050814691
6,0.046591061
6,0.039859549
6,0.030288996
6,0.027333366
6,0.01147395
6,0.006398704
7,0.107262031
7,0.099613539
7,0.099150848
7,0.097663702
7,0.095268198
7,0.09362903
7,0.093166112
7,0.092670821
7,0.092402412
7,0.087765631
7,0.085257846
7,0.083933456
7,0.076226847
7,0.073977951
7,0.069929598
7,0.068959242
7,0.059599572
7,0.050814691
7,0.046591061
7,0.039859549
7,0.030850911
7,0.027333366
7,0.01147395
7,0.006398704
8,0.107262031
8,0.099613539
8,0.099150848
8,0.097663702
8,0.096061747
8,0.092402412
8,0.087765631
8,0.085257846
8,0.083933456
8,0.076226847
8,0.073977951
8,0.069929598
8,0.068959242
8,0.059599572
8,0.050814691
8,0.046591061
8,0.039859549
8,0.030850911
8,0.027333366
8,0.01147395
8,0.006398704
9,0.107262031
9,0.099613539
9,0.099150848
9,0.097663702
9,0.096061747
9,0.092402412
9,0.087765631
9,0.085257846
9,0.083933456
9,0.076226847
9,0.073977951
9,0.069929598
9,0.068959242
9,0.059599572
9,0.050814691
9,0.050018479
9,0.046591061
9,0.039859549
9,0.030850911
9,0.027333366
9,0.01147395
9,0.006398704
10,0.107262031
10,0.105617558
10,0.10467105
10,0.099613539
10,0.099150848
10,0.097663702
10,0.096061747
10,0.092868202
10,0.092402412
10,0.087765631
10,0.085257846
10,0.084035857
10,0.069929598
10,0.068959242
10,0.059599572
10,0.050814691
10,0.050018479
10,0.046591061
10,0.039859549
10,0.030850911
10,0.027333366
10,0.01147395
10,0.006398704
11,0.107387229
11,0.103552393
11,0.099613539
11,0.099150848
11,0.097663702
11,0.096061747
11,0.093965893
11,0.092402412
11,0.087765631
11,0.085257846
11,0.084035857
11,0.069929598
11,0.068959242
11,0.059599572
11,0.050814691
11,0.050018479
11,0.046591061
11,0.039859549
11,0.030850911
11,0.027333366
11,0.014325837
12,0.107387229
12,0.104741894
12,0.100076499
12,0.099613539
12,0.099150848
12,0.097663702
12,0.096061747
12,0.093965893
12,0.092402412
12,0.088458058
12,0.078286382
12,0.074816779
12,0.062136669
12,0.059599572
12,0.050814691
12,0.050018479
12,0.046591061
12,0.039859549
12,0.030850911
12,0.027333366
12,0.014325837
13,0.107387229
13,0.106017225
13,0.099613539
13,0.099150848
13,0.097663702
13,0.096061747
13,0.093965893
13,0.092402412
13,0.088458058
13,0.078286382
13,0.074816779
13,0.070601073
13,0.062136669
13,0.059599572
13,0.055369654
13,0.030850911
13,0.027333366
13,0.014325837
13,0.006740405
14,0.107387229
14,0.106017225
14,0.099613539
14,0.099150848
14,0.097663702
14,0.097366901
14,0.096061747
14,0.093965893
14,0.092402412
14,0.088458058
14,0.078286382
14,0.074816779
14,0.070606916
14,0.059599572
14,0.057222245
14,0.055369654
14,0.030850911
14,0.027333366
14,0.014325837
14,0.006740405
15,0.107387229
15,0.106017225
15,0.102087006
15,0.099613539
15,0.099150848
15,0.097663702
15,0.097366901
15,0.096061747
15,0.093965893
15,0.09348426
15,0.092402412
15,0.088458058
15,0.078286382
15,0.074816779
15,0.072091479
15,0.070606916
15,0.065848857
15,0.059599572
15,0.057222245
15,0.055369654
15,0.030850911
15,0.027333366
15,0.014325837
15,0.006740405
16,0.107387229
16,0.106017225
16,0.102087006
16,0.099613539
16,0.099150848
16,0.097663702
16,0.097366901
16,0.096061747
16,0.093965893
16,0.09348426
16,0.093150055
16,0.092402412
16,0.088458058
16,0.078286382
16,0.074816779
16,0.072091479
16,0.070606916
16,0.065848857
16,0.059599572
16,0.057222245
16,0.055369654
16,0.030850911
16,0.027333366
16,0.014325837
16,0.006740405
17,0.107387229
17,0.106017225
17,0.102087006
17,0.101215854
17,0.099613539
17,0.099150848
17,0.097663702
17,0.097366901
17,0.096061747
17,0.094201983
17,0.093150055
17,0.092402412
17,0.088458058
17,0.086254736
17,0.078286382
17,0.074816779
17,0.072091479
17,0.070606916
17,0.065848857
17,0.059599572
17,0.059549105
17,0.057222245
17,0.055369654
17,0.030850911
17,0.027333366
17,0.014325837
17,0.006740405
18,0.107387229
18,0.106017225
18,0.103484641
18,0.101945489
18,0.097663702
18,0.097366901
18,0.096061747
18,0.094201983
18,0.093150055
18,0.092402412
18,0.088458058
18,0.086254736
18,0.079221792
18,0.07837939
18,0.073896986
18,0.065848857
18,0.059599572
18,0.059549105
18,0.057222245
18,0.055369654
18,0.030850911
18,0.027333366
18,0.014325837
18,0.006740405
19,0.107387229
19,0.106382136
